,ageRestriction,displayName,end,id,location,performance,popularity,series,start,status,type,uri,venue
12,,"Greg Russell at Ye Olde Rose & Crown Theatre Pub (April 22, 2018)",,32524279,"{'city': 'Walthamstow, UK', 'lat': 51.5869819, 'lng': -0.02036}","[{'billing': 'headline', 'displayName': 'Greg Russell', 'artist': {'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:bf326920-3021-4ff6-adc2-b4bfc0c25868.json', 'mbid': 'bf326920-3021-4ff6-adc2-b4bfc0c25868'}], 'displayName': 'Greg Russell', 'uri': 'http://www.songkick.com/artists/1174956-greg-russell?utm_source=47927&utm_medium=partner', 'id': 1174956}, 'billingIndex': 1, 'id': 62613424}]",6.7e-05,,"{'datetime': None, 'time': None, 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/32524279-greg-russell-at-ye-olde-rose-and-crown-theatre-pub?utm_source=47927&utm_medium=partner,"{'displayName': 'Ye Olde Rose & Crown Theatre Pub', 'lat': 51.5869819, 'lng': -0.02036, 'uri': 'http://www.songkick.com/venues/506141-ye-olde-rose-and-crown-theatre-pub?utm_source=47927&utm_medium=partner', 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'id': 506141}"
13,,"The Grandmothers of Invention at The Underworld (April 22, 2018)",,32527734,"{'city': 'Camden, UK', 'lat': 51.538488, 'lng': -0.142103}","[{'billing': 'headline', 'displayName': 'The Grandmothers of Invention', 'artist': {'identifier': [], 'displayName': 'The Grandmothers of Invention', 'uri': 'http://www.songkick.com/artists/593492-grandmothers-of-invention?utm_source=47927&utm_medium=partner', 'id': 593492}, 'billingIndex': 1, 'id': 62619484}]",7.9e-05,,"{'datetime': None, 'time': None, 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/32527734-grandmothers-of-invention-at-underworld?utm_source=47927&utm_medium=partner,"{'displayName': 'The Underworld', 'lat': 51.538488, 'lng': -0.142103, 'uri': 'http://www.songkick.com/venues/3565-underworld?utm_source=47927&utm_medium=partner', 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'id': 3565}"
14,,"Gabrielle Ducomble at Omnibus Theatre (April 22, 2018)",,32555989,"{'city': 'Clapham, UK', 'lat': 51.4636578, 'lng': -0.1423604}","[{'displayName': 'Gabrielle Ducomble', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Gabrielle Ducomble', 'identifier': [], 'uri': 'http://www.songkick.com/artists/5228983-gabrielle-ducomble?utm_source=47927&utm_medium=partner', 'id': 5228983}, 'id': 62671069}]",2.2e-05,,"{'datetime': '2018-04-22T19:30:00+0100', 'time': '19:30:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/32555989-gabrielle-ducomble-at-omnibus-theatre?utm_source=47927&utm_medium=partner,"{'displayName': 'Omnibus Theatre', 'lat': 51.4636578, 'lng': -0.1423604, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/2533884-omnibus-theatre?utm_source=47927&utm_medium=partner', 'id': 2533884}"
15,,"Hara with Galaxy Thief and Verse at O2 Academy 2 Islington (April 22, 2018)",,32592544,"{'city': 'London, UK', 'lat': 51.5345836, 'lng': -0.1059202}","[{'displayName': 'Hara', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Hara', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:4242aa47-6c67-4416-aefd-089f1cbf8cfe.json', 'mbid': '4242aa47-6c67-4416-aefd-089f1cbf8cfe'}], 'uri': 'http://www.songkick.com/artists/537272-hara?utm_source=47927&utm_medium=partner', 'id': 537272}, 'id': 62736934}, {'displayName': 'Galaxy Thief', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'Galaxy Thief', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9220689-galaxy-thief?utm_source=47927&utm_medium=partner', 'id': 9220689}, 'id': 64016844}, {'displayName': 'Verse', 'billingIndex': 3, 'billing': 'support', 'artist': {'displayName': 'Verse', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:d6fbc8ab-5142-4137-8046-ebb5da44ebb0.json', 'mbid': 'd6fbc8ab-5142-4137-8046-ebb5da44ebb0'}, {'href': 'http://api.songkick.com/api/3.0/artists/mbid:3337159b-9147-43e9-a257-a0f03a7bf923.json', 'mbid': '3337159b-9147-43e9-a257-a0f03a7bf923'}, {'href': 'http://api.songkick.com/api/3.0/artists/mbid:4c3d6a4c-5363-4aa4-884f-43c2d327d4e2.json', 'mbid': '4c3d6a4c-5363-4aa4-884f-43c2d327d4e2'}, {'href': 'http://api.songkick.com/api/3.0/artists/mbid:4b6b14aa-94b3-4310-9c4a-e97333b5fe44.json', 'mbid': '4b6b14aa-94b3-4310-9c4a-e97333b5fe44'}], 'uri': 'http://www.songkick.com/artists/171085-verse?utm_source=47927&utm_medium=partner', 'id': 171085}, 'id': 64016849}]",0.002043,,"{'datetime': '2018-04-22T14:00:00+0100', 'time': '14:00:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/32592544-hara-at-o2-academy-2-islington?utm_source=47927&utm_medium=partner,"{'displayName': 'O2 Academy 2 Islington', 'lat': 51.5345836, 'lng': -0.1059202, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/1064401-o2-academy-2-islington?utm_source=47927&utm_medium=partner', 'id': 1064401}"
16,,"Death By Stereo with Fair Do's at New Cross Inn (April 22, 2018)",,32654374,"{'city': 'New Cross, UK', 'lat': 51.4755797, 'lng': -0.0382298}","[{'displayName': 'Death By Stereo', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Death By Stereo', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:62c2f99c-d777-4ca5-8602-548807cfb824.json', 'mbid': '62c2f99c-d777-4ca5-8602-548807cfb824'}, {'href': 'http://api.songkick.com/api/3.0/artists/mbid:7fe0ce7e-1c5e-4b80-b0ce-3c12b952a317.json', 'mbid': '7fe0ce7e-1c5e-4b80-b0ce-3c12b952a317'}], 'uri': 'http://www.songkick.com/artists/431267-death-by-stereo?utm_source=47927&utm_medium=partner', 'id': 431267}, 'id': 62854349}, {'displayName': ""Fair Do's"", 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': ""Fair Do's"", 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:a56ed18d-4c6e-45d9-a1f2-b970478c17e6.json', 'mbid': 'a56ed18d-4c6e-45d9-a1f2-b970478c17e6'}], 'uri': 'http://www.songkick.com/artists/3906511-fair-dos?utm_source=47927&utm_medium=partner', 'id': 3906511}, 'id': 62854354}]",0.003971,,"{'datetime': '2018-04-22T19:00:00+0100', 'time': '19:00:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/32654374-death-by-stereo-at-new-cross-inn?utm_source=47927&utm_medium=partner,"{'displayName': 'New Cross Inn', 'lat': 51.4755797, 'lng': -0.0382298, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/49801-new-cross-inn?utm_source=47927&utm_medium=partner', 'id': 49801}"
17,,"Tellison with The Maple State and Olympians at The Lexington (April 22, 2018)",,32677249,"{'city': 'London, UK', 'lat': 51.5316567, 'lng': -0.1114451}","[{'displayName': 'Tellison', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Tellison', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:7fca3f30-21f9-435f-a016-dd51c5551835.json', 'mbid': '7fca3f30-21f9-435f-a016-dd51c5551835'}], 'uri': 'http://www.songkick.com/artists/252723-tellison?utm_source=47927&utm_medium=partner', 'id': 252723}, 'id': 62896674}, {'displayName': 'The Maple State', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'The Maple State', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:21a6aee5-8903-44bf-ab40-7768c31a15dd.json', 'mbid': '21a6aee5-8903-44bf-ab40-7768c31a15dd'}], 'uri': 'http://www.songkick.com/artists/281992-maple-state?utm_source=47927&utm_medium=partner', 'id': 281992}, 'id': 62896679}, {'displayName': 'Olympians', 'billingIndex': 3, 'billing': 'support', 'artist': {'displayName': 'Olympians', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:1937e3ca-e93d-424f-a5d2-30d82f641cf6.json', 'mbid': '1937e3ca-e93d-424f-a5d2-30d82f641cf6'}, {'href': 'http://api.songkick.com/api/3.0/artists/mbid:a60ed2c0-3edd-4b35-9deb-7f0830a1079d.json', 'mbid': 'a60ed2c0-3edd-4b35-9deb-7f0830a1079d'}], 'uri': 'http://www.songkick.com/artists/11063-olympians?utm_source=47927&utm_medium=partner', 'id': 11063}, 'id': 62896684}]",0.001456,,"{'datetime': '2018-04-22T19:30:00+0100', 'time': '19:30:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/32677249-tellison-at-lexington?utm_source=47927&utm_medium=partner,"{'displayName': 'The Lexington', 'lat': 51.5316567, 'lng': -0.1114451, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/34372-lexington?utm_source=47927&utm_medium=partner', 'id': 34372}"
18,,"Danay Suarez and Vince Vella at The Jazz Cafe (April 22, 2018) (CANCELLED) ",,32732079,"{'city': 'London, UK', 'lat': 51.5387092, 'lng': -0.1430815}","[{'displayName': 'Danay Suarez', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Danay Suarez', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:82f04998-7da8-4259-aa7f-d623e6ea2b91.json', 'mbid': '82f04998-7da8-4259-aa7f-d623e6ea2b91'}], 'uri': 'http://www.songkick.com/artists/6761429-danay-suarez?utm_source=47927&utm_medium=partner', 'id': 6761429}, 'id': 62999299}, {'displayName': 'Vince Vella', 'billingIndex': 2, 'billing': 'headline', 'artist': {'displayName': 'Vince Vella', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:33363c60-b30d-44cc-9567-39dc005f9ad4.json', 'mbid': '33363c60-b30d-44cc-9567-39dc005f9ad4'}], 'uri': 'http://www.songkick.com/artists/3265211-vince-vella?utm_source=47927&utm_medium=partner', 'id': 3265211}, 'id': 62999304}]",0.000904,,"{'datetime': '2018-04-22T18:30:00+0100', 'time': '18:30:00', 'date': '2018-04-22'}",cancelled,Concert,http://www.songkick.com/concerts/32732079-danay-suarez-at-jazz-cafe?utm_source=47927&utm_medium=partner,"{'displayName': 'The Jazz Cafe', 'lat': 51.5387092, 'lng': -0.1430815, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/7404-jazz-cafe?utm_source=47927&utm_medium=partner', 'id': 7404}"
19,,"Lonely Robot with Charlotte Hatherley at Indigo at The O2 (April 22, 2018)",,32750704,"{'city': 'Greenwich, UK', 'lat': 51.5011333, 'lng': 0.0016653}","[{'displayName': 'Lonely Robot', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Lonely Robot', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:9287d3ea-005b-4487-975b-03a159399bef.json', 'mbid': '9287d3ea-005b-4487-975b-03a159399bef'}], 'uri': 'http://www.songkick.com/artists/6985859-lonely-robot?utm_source=47927&utm_medium=partner', 'id': 6985859}, 'id': 63033729}, {'displayName': 'Charlotte Hatherley', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'Charlotte Hatherley', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:ce2d1f5b-7b5b-4c6f-bb1e-5fb029f99c8c.json', 'mbid': 'ce2d1f5b-7b5b-4c6f-bb1e-5fb029f99c8c'}], 'uri': 'http://www.songkick.com/artists/68106-charlotte-hatherley?utm_source=47927&utm_medium=partner', 'id': 68106}, 'id': 63033734}]",0.001501,,"{'datetime': None, 'time': None, 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/32750704-lonely-robot-at-indigo-at-the-o2?utm_source=47927&utm_medium=partner,"{'displayName': 'Indigo at The O2', 'lat': 51.5011333, 'lng': 0.0016653, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/32994-indigo-at-the-o2?utm_source=47927&utm_medium=partner', 'id': 32994}"
20,,"Birsen Tezer at O2 Academy Islington (April 22, 2018)",,32777634,"{'city': 'London, UK', 'lat': 51.5345836, 'lng': -0.1059202}","[{'displayName': 'Birsen Tezer', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Birsen Tezer', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:706f551c-b7c1-4132-92ca-74ba60eab74c.json', 'mbid': '706f551c-b7c1-4132-92ca-74ba60eab74c'}], 'uri': 'http://www.songkick.com/artists/4834958-birsen-tezer?utm_source=47927&utm_medium=partner', 'id': 4834958}, 'id': 63082594}]",0.00083,,"{'datetime': '2018-04-22T19:00:00+0100', 'time': '19:00:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/32777634-birsen-tezer-at-o2-academy-islington?utm_source=47927&utm_medium=partner,"{'displayName': 'O2 Academy Islington', 'lat': 51.5345836, 'lng': -0.1059202, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/38323-o2-academy-islington?utm_source=47927&utm_medium=partner', 'id': 38323}"
21,,"Tim Penn with Second Line at Ronnie Scott's (April 22, 2018)",,33006374,"{'city': 'London, UK', 'lat': 51.5134988, 'lng': -0.131519}","[{'displayName': 'Tim Penn', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Tim Penn', 'identifier': [], 'uri': 'http://www.songkick.com/artists/7329164-tim-penn?utm_source=47927&utm_medium=partner', 'id': 7329164}, 'id': 63493944}, {'displayName': 'Second Line', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'Second Line', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:173e3368-ea9b-4617-92c5-1e8fc469de4f.json', 'mbid': '173e3368-ea9b-4617-92c5-1e8fc469de4f'}], 'uri': 'http://www.songkick.com/artists/1323919-second-line?utm_source=47927&utm_medium=partner', 'id': 1323919}, 'id': 63493949}]",1.9e-05,,"{'datetime': None, 'time': None, 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33006374-tim-penn-at-ronnie-scotts?utm_source=47927&utm_medium=partner,"{'displayName': ""Ronnie Scott's"", 'lat': 51.5134988, 'lng': -0.131519, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/36418-ronnie-scotts?utm_source=47927&utm_medium=partner', 'id': 36418}"
22,,"Joe Hicks (UK) at Sofar Sounds (April 22, 2018)",,33006754,"{'city': 'London, UK', 'lat': 51.5073509, 'lng': -0.1277583}","[{'displayName': 'Joe Hicks (UK)', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Joe Hicks (UK)', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9133924-joe-hicks-uk?utm_source=47927&utm_medium=partner', 'id': 9133924}, 'id': 63494464}]",0.0,,"{'datetime': '2018-04-22T19:00:00+0100', 'time': '19:00:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33006754-joe-hicks-uk-at-sofar-sounds?utm_source=47927&utm_medium=partner,"{'displayName': 'Sofar Sounds', 'lat': 51.5073509, 'lng': -0.1277583, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/787656-sofar-sounds?utm_source=47927&utm_medium=partner', 'id': 787656}"
23,,"King Goat at The Black Heart (April 22, 2018)",,33038519,"{'city': 'London, UK', 'lat': 51.5388431, 'lng': -0.1416193}","[{'displayName': 'King Goat', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'King Goat', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:3ee66f78-3ca4-47ff-af7f-f193cc1d463c.json', 'mbid': '3ee66f78-3ca4-47ff-af7f-f193cc1d463c'}], 'uri': 'http://www.songkick.com/artists/6342429-king-goat?utm_source=47927&utm_medium=partner', 'id': 6342429}, 'id': 63551724}]",0.000118,,"{'datetime': '2018-04-22T19:00:00+0100', 'time': '19:00:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33038519-king-goat-at-black-heart?utm_source=47927&utm_medium=partner,"{'displayName': 'The Black Heart', 'lat': 51.5388431, 'lng': -0.1416193, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/3593634-black-heart?utm_source=47927&utm_medium=partner', 'id': 3593634}"
24,,"The Shakers (UK) and Fortnight In Florida at Cargo (April 22, 2018)",,33073234,"{'city': 'London, UK', 'lat': 51.526328, 'lng': -0.078728}","[{'displayName': 'The Shakers (UK)', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'The Shakers (UK)', 'identifier': [], 'uri': 'http://www.songkick.com/artists/8668289-shakers-uk?utm_source=47927&utm_medium=partner', 'id': 8668289}, 'id': 63618429}, {'displayName': 'Fortnight In Florida', 'billingIndex': 2, 'billing': 'headline', 'artist': {'displayName': 'Fortnight In Florida', 'identifier': [], 'uri': 'http://www.songkick.com/artists/8259243-fortnight-in-florida?utm_source=47927&utm_medium=partner', 'id': 8259243}, 'id': 63865154}]",3e-06,,"{'datetime': None, 'time': None, 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33073234-shakers-uk-at-cargo?utm_source=47927&utm_medium=partner,"{'displayName': 'Cargo', 'lat': 51.526328, 'lng': -0.078728, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/3434-cargo?utm_source=47927&utm_medium=partner', 'id': 3434}"
25,,"Poisonous Birds with Iroquois at Sebright Arms (April 22, 2018)",,33126614,"{'city': 'Bethnal Green, UK', 'lat': 51.5320226, 'lng': -0.0631162}","[{'displayName': 'Poisonous Birds', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Poisonous Birds', 'identifier': [], 'uri': 'http://www.songkick.com/artists/8974269-poisonous-birds?utm_source=47927&utm_medium=partner', 'id': 8974269}, 'id': 63716519}, {'displayName': 'Iroquois', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'Iroquois', 'identifier': [], 'uri': 'http://www.songkick.com/artists/7863579-iroquois?utm_source=47927&utm_medium=partner', 'id': 7863579}, 'id': 63716524}]",1e-05,,"{'datetime': '2018-04-22T19:00:00+0100', 'time': '19:00:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33126614-poisonous-birds-at-sebright-arms?utm_source=47927&utm_medium=partner,"{'displayName': 'Sebright Arms', 'lat': 51.5320226, 'lng': -0.0631162, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/1539808-sebright-arms?utm_source=47927&utm_medium=partner', 'id': 1539808}"
26,,"The Palpitations (UK) at The Islington (April 22, 2018)",,33161379,"{'city': 'London, UK', 'lat': 51.5344315, 'lng': -0.1087937}","[{'displayName': 'The Palpitations (UK)', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'The Palpitations (UK)', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9401394-palpitations-uk?utm_source=47927&utm_medium=partner', 'id': 9401394}, 'id': 63780224}]",1e-06,,"{'datetime': '2018-04-22T18:30:00+0100', 'time': '18:30:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33161379-palpitations-uk-at-islington?utm_source=47927&utm_medium=partner,"{'displayName': 'The Islington', 'lat': 51.5344315, 'lng': -0.1087937, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/641891-islington?utm_source=47927&utm_medium=partner', 'id': 641891}"
27,,"Blues and Roots Ensemble at Vortex Jazz Club (April 22, 2018)",,33257974,"{'city': 'London, UK', 'lat': 51.5487082, 'lng': -0.0764992}","[{'displayName': 'Blues and Roots Ensemble', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Blues and Roots Ensemble', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9185654-blues-and-roots-ensemble?utm_source=47927&utm_medium=partner', 'id': 9185654}, 'id': 63966029}]",1e-06,,"{'datetime': '2018-04-22T19:30:00+0100', 'time': '19:30:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33257974-blues-and-roots-ensemble-at-vortex-jazz-club?utm_source=47927&utm_medium=partner,"{'displayName': 'Vortex Jazz Club', 'lat': 51.5487082, 'lng': -0.0764992, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/7012-vortex-jazz-club?utm_source=47927&utm_medium=partner', 'id': 7012}"
28,,"Pogue Traders at Half Moon, Putney (April 22, 2018)",,33285329,"{'city': 'Putney, UK', 'lat': 51.4678461, 'lng': -0.2217681}","[{'displayName': 'Pogue Traders', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Pogue Traders', 'identifier': [], 'uri': 'http://www.songkick.com/artists/2364968-pogue-traders?utm_source=47927&utm_medium=partner', 'id': 2364968}, 'id': 64013864}]",8e-06,,"{'datetime': '2018-04-22T19:00:00+0100', 'time': '19:00:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33285329-pogue-traders-at-half-moon-putney?utm_source=47927&utm_medium=partner,"{'displayName': 'Half Moon, Putney', 'lat': 51.4678461, 'lng': -0.2217681, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/8751-half-moon-putney?utm_source=47927&utm_medium=partner', 'id': 8751}"
29,,"John Cervantes at Park Chinois (April 22, 2018)",,33295869,"{'city': 'London, UK', 'lat': 51.5087009, 'lng': -0.1434673}","[{'displayName': 'John Cervantes', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'John Cervantes', 'identifier': [], 'uri': 'http://www.songkick.com/artists/7748594-john-cervantes?utm_source=47927&utm_medium=partner', 'id': 7748594}, 'id': 64033149}]",4e-06,,"{'datetime': None, 'time': None, 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33295869-john-cervantes-at-park-chinois?utm_source=47927&utm_medium=partner,"{'displayName': 'Park Chinois', 'lat': 51.5087009, 'lng': -0.1434673, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/3317974-park-chinois?utm_source=47927&utm_medium=partner', 'id': 3317974}"
30,,"James Numbere with M w S and Mara Daniele at Hoxton Square Bar & Kitchen (April 22, 2018)",,33299334,"{'city': 'London, UK', 'lat': 51.527476, 'lng': -0.081657}","[{'displayName': 'James Numbere', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'James Numbere', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9454349-james-numbere?utm_source=47927&utm_medium=partner', 'id': 9454349}, 'id': 64039034}, {'displayName': 'M w S', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'M w S', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9056099-m-w-s?utm_source=47927&utm_medium=partner', 'id': 9056099}, 'id': 64039039}, {'displayName': 'Mara Daniele', 'billingIndex': 3, 'billing': 'support', 'artist': {'displayName': 'Mara Daniele', 'identifier': [], 'uri': 'http://www.songkick.com/artists/8483293-mara-daniele?utm_source=47927&utm_medium=partner', 'id': 8483293}, 'id': 64039044}]",2.2e-05,,"{'datetime': '2018-04-22T19:00:00+0100', 'time': '19:00:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33299334-james-numbere-at-hoxton-square-bar-and-kitchen?utm_source=47927&utm_medium=partner,"{'displayName': 'Hoxton Square Bar & Kitchen', 'lat': 51.527476, 'lng': -0.081657, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/8280-hoxton-square-bar-and-kitchen?utm_source=47927&utm_medium=partner', 'id': 8280}"
31,,"Royal Philharmonic Concert Orchestra at Royal Albert Hall (April 22, 2018)",,33304909,"{'city': 'London, UK', 'lat': 51.500786, 'lng': -0.1781517}","[{'displayName': 'Royal Philharmonic Concert Orchestra', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Royal Philharmonic Concert Orchestra', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:c5b34ac1-1d91-4c3b-8519-f153b004c7a1.json', 'mbid': 'c5b34ac1-1d91-4c3b-8519-f153b004c7a1'}], 'uri': 'http://www.songkick.com/artists/547595-royal-philharmonic-concert-orchestra?utm_source=47927&utm_medium=partner', 'id': 547595}, 'id': 64048219}]",0.001212,,"{'datetime': '2018-04-22T18:45:00+0100', 'time': '18:45:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33304909-royal-philharmonic-concert-orchestra-at-royal-albert-hall?utm_source=47927&utm_medium=partner,"{'displayName': 'Royal Albert Hall', 'lat': 51.500786, 'lng': -0.1781517, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=47927&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/17538-royal-albert-hall?utm_source=47927&utm_medium=partner', 'id': 17538}"
