index_left;_id;date;datetime;id;lastfm;name;popularity;time;type;date_name;lat;lng;popularity_median;followers_sum;danceability_median;energy_median;key_mode;loudness_median;mode_mode;speechiness_median;acousticness_median;instrumentalness_median;liveness_median;valence_median;duration_ms_mean;time_signature_mode;geometry
1665;5aff797684d273000431ff20;25/5/2018 0:00;25/5/2018 19:00;33928034;{'listeners': [3977, 33], 'listeners_sum': 4010, 'playcount': [23370, 407], 'playcount_sum': 23777, 'tags': ['jazz', 'saxophone', 'free jazz', 'instrumental', 'sax', 'contemporary jazz', 'Post-Bop', 'Tenor Sax', 'composer', 'modern jazz']};Michael Blake and Hannes Riepler at Vortex Jazz Club (May 25, 2018);6.30E-05;20:00:00;Concert;Friday;51.5487082;-0.0764992;22;1069;0.4635;0.3455;[2];-13.5625;[1];0.034;0.927;0.7105;0.119;0.3395;380660.7;[4];POINT (-0.0764992 51.5487082)
1666;5aff797984d273000431ff24;25/5/2018 0:00;25/5/2018 21:00;33944669;{'listeners': [1102], 'listeners_sum': 1102, 'playcount': [2668], 'playcount_sum': 2668, 'tags': ['Hip-Hop', 'electronic', 'jazz', 'soul', 'indie pop']};MIKE (Rapper), Wu-Lu, and Kwasiba Savage at Red Gates Warehouse (May 25, 2018);2.80E-05;22:00:00;Concert;Friday;51.5389018;-0.022814;9.5;441;0.522;0.317;[8];-16.976;[1];0.0584;0.241;0.103;0.11;0.162;230450.4545;[4];POINT (-0.022814 51.5389018)
1686;5aff79c584d273000431ff5d;26/5/2018 0:00;26/5/2018 19:00;32686444;{'listeners': [38180], 'listeners_sum': 38180, 'playcount': [427639], 'playcount_sum': 427639, 'tags': ['funk', 'soul', 'acid jazz', 'breakbeat', 'funky', 'jazz', 'nu jazz', 'electronic', 'seen live', 'UK']};Smoove & Turrell at Suburbs (May 26, 2018);0.002799;20:00:00;Concert;Saturday;51.2501654;-0.5912318;39;11279;0.763;0.8175;[10];-5.9985;[0];0.0538;0.04795;0.0029235;0.0743;0.786;254343;[4];POINT (-0.5912318 51.2501654)
1700;5aff7a0f84d273000431ff96;26/5/2018 0:00;26/5/2018 18:30;33119989;{'listeners': [182264, 252, 2015, 4712, 1699], 'listeners_sum': 190942, 'playcount': [5230134, 813, 10924, 26414, 11045], 'playcount_sum': 5279330, 'tags': ['electronic', 'experimental', 'idm', 'techno', 'dubstep', 'seen live', 'microhouse', 'glitch', 'minimal', 'minimal techno', 'piano', 'jazz', 'jazz piano', 'uk bass', 'Grime', 'bass', 'Post-Industrial', 'seen live', 'experimental', 'idm', 'electronic superhighway', ' electronic', ' grime', 'electronic', 'drone', 'Ambient dub', 'minimal synth', 'rock', 'ambient', 'experimental', 'ambient pop', 'minimal', 'abstract']};Actress and London Contemporary Orchestra with Duval Timothy, Toxe, and 1 more… at Barbican Centre (May 26, 2018);0.010901;19:30:00;Concert;Saturday;51.5198644;-0.0916989;23;30759;0.501;0.317;[5];-13.9205;[1];0.0495;0.3445;0.7755;0.1025;0.196;239859.8125;[4];POINT (-0.0916989 51.5198644)
1705;5aff7a2784d273000431ffa6;26/5/2018 0:00;26/5/2018 19:00;33253424;{'listeners': [142], 'listeners_sum': 142, 'playcount': [417], 'playcount_sum': 417, 'tags': ['jazz', 'rock', 'experimental', 'improvisation', 'Avant-Garde', 'free jazz']};Shatner's Bassoon at Stour Space (May 26, 2018);1.40E-05;20:00:00;Concert;Saturday;51.5401845;-0.0210185;1;38;0.415;0.599;[1];-10.191;[1];0.1445;0.27;0.477;0.2175;0.2435;496680;[4];POINT (-0.0210185 51.5401845)
1717;5aff7a4c84d273000431ffc5;26/5/2018 0:00;26/5/2018 21:00;33508354;{'listeners': [37755], 'listeners_sum': 37755, 'playcount': [398275], 'playcount_sum': 398275, 'tags': ['House', 'deep house', 'acid jazz', 'groove', 'smooth house', 'seen live', 'death metal', 'Soulful house', 'electronic', 'Love']};Tortured Soul at CLF Art Cafe, The Bussey Building (May 26, 2018);0.00281;22:00:00;Concert;Saturday;51.4698563;-0.0679964;39;10996;0.8175;0.6345;[6];-7.999;[0];0.03995;0.00695;0.0001965;0.0821;0.903;348718.6;[4];POINT (-0.0679964 51.4698563)
1723;5aff7a5b84d273000431ffcd;26/5/2018 0:00;26/5/2018 18:00;33599084;{'listeners': [5723], 'listeners_sum': 5723, 'playcount': [42951], 'playcount_sum': 42951, 'tags': ['jazz', 'saxophone', 'instrumental', 'rock', 'alternative', 'piano', 'funk', 'blues', 'sax', 'Tenor Sax']};Bob Reynolds at Cadogan Hall (May 26, 2018);0.000359;19:00:00;Concert;Saturday;51.4935705;-0.1573407;31;4336;0.462;0.3805;[4];-10.0045;[0];0.0442;0.276;0.727;0.2215;0.2685;488407;[4];POINT (-0.1573407 51.4935705)
1746;5aff7aa184d2730004320006;26/5/2018 0:00;26/5/2018 18:30;33806959;{'listeners': [900], 'listeners_sum': 900, 'playcount': [8267], 'playcount_sum': 8267, 'tags': ['dub', 'techno', 'minimal techno', 'electronic', 'jazz', 'partikel', 'sax', 'saxophone', 'bass', 'drums']};Partikel at Toulouse Lautrec (May 26, 2018);2.80E-05;19:30:00;Concert;Saturday;51.4911173;-0.103371;1;112;0.4375;0.314;[0];-12.804;[1];0.0436;0.2255;0.4125;0.09515;0.362;308593.2;[3];POINT (-0.103371 51.4911173)
1749;5aff7aa884d273000432000c;26/5/2018 0:00;26/5/2018 17:45;33820364;{'listeners': [2912], 'listeners_sum': 2912, 'playcount': [6797], 'playcount_sum': 6797, 'tags': ['seen live', 'jazz-funk', 'henry wu', 'Yussef Kamaal']};Kamaal Williams at Rough Trade East (May 26, 2018);0.000287;18:45:00;Concert;Saturday;51.521245;-0.0718398;31;3156;0.663;0.554;[1];-10.696;[1];0.142;0.483;0.904;0.106;0.681;406188;[4];POINT (-0.0718398 51.521245)
1764;5b00c8c263800d0004c40d19;27/5/2018 0:00;27/5/2018 18:00;31797554;{'listeners': [3730], 'listeners_sum': 3730, 'playcount': [30766], 'playcount_sum': 30766, 'tags': ['funk', 'under 2000 listeners', 'jazz', 'House', 'bass', 'swing', 'groovy', 'location:uk:eng:london']};Redtenbacher's Funkestra at Ziggy's World Jazz Club (May 27, 2018);0.000147;19:00:00;Concert;Sunday;51.6503243;-0.0810461;23;2207;0.7335;0.8255;[0];-5.1035;[1];0.03945;0.0213;0.688;0.115;0.827;199143.6;[4];POINT (-0.0810461 51.6503243)
1789;5b00c95563800d0004c40d74;27/5/2018 0:00;27/5/2018 19:00;33265694;{'listeners': [592], 'listeners_sum': 592, 'playcount': [2454], 'playcount_sum': 2454, 'tags': ['jazz', 'electronica', 'ghanaian', 'british', 'world', 'minimal', 'london', 'funky', 'african', 'under 2000 listeners']};Vula Viel at Vortex Jazz Club (May 27, 2018);5.00E-05;20:00:00;Concert;Sunday;51.5487082;-0.0764992;4;396;0.566;0.732;[2];-11.3715;[1];0.0697;0.0926;0.71;0.06825;0.765;304482.7;[3];POINT (-0.0764992 51.5487082)
1807;5b00c99b63800d0004c40da1;27/5/2018 0:00;27/5/2018 22:00;33699669;{'listeners': [4721, 35500, 46066, 3, 544, 373, 1028, 32593, 1629, 2971, 1], 'listeners_sum': 125429, 'playcount': [25424, 181510, 167090, 17, 2051, 819, 10105, 143511, 11110, 11581, 7], 'playcount_sum': 553225, 'tags': ['garage', '2step', 'UK Garage', 'Hip-Hop', 'Grime', 'seen live', '4x4', 'british', 'spotify', 'UK Garage', '2step', 'garage', '2-step', 'dance', 'british', '2 step', 'electronic', 'UK', 'urban', 'UK Garage', '2step', 'breakbeat', 'garage', 'Drum and bass', 'electronic', '2-step', 'british', 'Drum n Bass', 'electronica', 'electronica', 'hip hop', 'garage', 'ukg', 'heavy metal', 'Progressive metal', 'speed metal', 'NWOBHM', 'Stoner Rock', 'american', 'thrash metal', 'Sludge', 'stoner metal', 'under 2000 listeners', 'hardcore', 'Gabber', 'pop punk', 'electronic', 'seen live', 'House', 'old school', 'Rave', 'hardcore techno', 'oldschool hardcore', 'Classical', 'piano', 'australian', 'composers', 'instrumental', '20th Century Classical', 'contemporary classical', 'composer', 'Folk Music', 'modern classical', 'hardcore', 'indie', 'jazz', 'punk', 'folk', 'ambient', 'singer-songwriter', 'funk', 'groove', 'tenor']};Heartless Crew, DJ Luck & MC Neat, Wookie, Martin Larner, and 8 more… at fabric (May 27, 2018);0.005667;23:00:00;Concert;Sunday;51.5195531;-0.1024779;27;45629;0.606;0.658;[9];-8.799;[1];0.0514;0.0646;0.00419;0.118;0.5;321513.12;[4];POINT (-0.1024779 51.5195531)
1812;5b00c9a763800d0004c40da8;27/5/2018 0:00;27/5/2018 11:00;33750404;{'listeners': [55, 42], 'listeners_sum': 97, 'playcount': [158, 719], 'playcount_sum': 877, 'tags': ['jazz', 'glastonbury 2011 - bands i saw']};Benoit Viellefon and Benoit Viellefon Hot Club at Verdi Room, Royal Albert Hall (May 27, 2018);7.60E-05;12:00:00;Concert;Sunday;51.5012574;-0.1768302;2;58;0.7285;0.477;[7];-11.9585;[0];0.177;0.701;0.4675;0.6865;0.8965;192411.9286;[4];POINT (-0.1768302 51.5012574)
1819;5b00c9c363800d0004c40dbb;27/5/2018 0:00;27/5/2018 18:00;33843639;{'listeners': [58], 'listeners_sum': 58, 'playcount': [1262], 'playcount_sum': 1262, 'tags': ['canada', 'toronto funk soul reggae jazz rock cocaine ray habit phs jam live dutty brucks eric purcell harbour sharks']};Harbour Sharks at The Big Red (May 27, 2018);3.00E-06;19:00:00;Concert;Sunday;51.5579772;-0.1198271;3;63;0.576;0.944;[6];-3.6725;[1];0.0613;0.00402;0.01795;0.159;0.6085;184234.7;[4];POINT (-0.1198271 51.5579772)
1846;5b021a556dc9fc00044e5f23;28/5/2018 0:00;;32512534;{'listeners': [323], 'listeners_sum': 323, 'playcount': [1212], 'playcount_sum': 1212, 'tags': ['jazz', 'pop', 'soul', 'female vocalists', 'under 2000 listeners', 'the bedford', 'Soul Diva']};Jules Rendell at Pizza Express - Holborn (May 28, 2018);1.20E-05;;Concert;Monday;51.5180357;-0.1186285;11;126;0.5535;0.3935;[1];-10.8585;[0];0.0416;0.1535;0.000679;0.1835;0.287;213855.5;[4];POINT (-0.1186285 51.5180357)
1853;5b021a6a6dc9fc00044e5f31;28/5/2018 0:00;;33148369;{'listeners': [58345], 'listeners_sum': 58345, 'playcount': [1265492], 'playcount_sum': 1265492, 'tags': ['hip hop', 'experimental hip hop', 'underground hip hop', 'Hip-Hop', 'arizona', 'jazz rap', 'hardcore hip hop', 'spazz rap', 'seen live', 'rap']};Injury Reserve at The Old Blue Last (May 28, 2018);0.003769;;Concert;Monday;51.5243593;-0.0801042;61;49868;0.5975;0.6485;[4];-7.918;[0];0.3415;0.1405;0;0.1505;0.4835;242507.8;[4];POINT (-0.0801042 51.5243593)
1864;5b021a866dc9fc00044e5f47;28/5/2018 0:00;;33837019;{'listeners': [541], 'listeners_sum': 541, 'playcount': [3826], 'playcount_sum': 3826, 'tags': ['nu jazz', 'electronic', 'jazz', 'future jazz', 'nu-jazz', 'under 2000 listeners', 'spiritual jazz', 'Italian Jazz', 'space-age', 'atmsopheric hip-hop']};Tommaso Cappellato at Total Refreshment Centre (May 28, 2018) (CANCELLED) ;3.10E-05;;Concert;Monday;51.5553566;-0.0733913;7;426;0.446;0.5105;[0];-13.6845;[0];0.0546;0.4785;0.658;0.109;0.3695;356710.1;[4];POINT (-0.07339130000000001 51.5553566)
1933;5b04bd77b968f00004dc4971;30/5/2018 0:00;30/5/2018 18:00;32963024;{'listeners': [2923], 'listeners_sum': 2923, 'playcount': [23787], 'playcount_sum': 23787, 'tags': ['turkish', 'jazz', 'turkey', 'soul', 'netherlands', 'netherland']};Karsu at Cadogan Hall (May 30, 2018);0.000178;19:00:00;Concert;Wednesday;51.4935705;-0.1573407;48;17286;0.6415;0.431;[0];-8.549;[0];0.0345;0.721;9.48E-05;0.09835;0.3515;235144.3;[4];POINT (-0.1573407 51.4935705)
1937;5b04bd85b968f00004dc497c;30/5/2018 0:00;30/5/2018 18:00;33079004;{'listeners': [8, 116051, 1782], 'listeners_sum': 117841, 'playcount': [49, 903056, 11366], 'playcount_sum': 914471, 'tags': ['afrobeat', 'african', 'world', 'nigeria', 'jazz', 'seen live', 'World Music', 'nigerian', 'funk', 'africa', 'afrobeat', 'funk', 'jazz', 'world', 'british', 'african', 'World Music', 'afro-funk', 'london', 'james brown']};Femi Kuti and the Positive Force with Femi Kuti and London Afrobeat Collective at Islington Assembly Hall (May 30, 2018);0.00773;19:00:00;Concert;Wednesday;51.5395158;-0.1024666;25.5;20170;0.73;0.873;[5];-7.2485;[1];0.0498;0.0219;0.0013225;0.1115;0.839;320111.1;[4];POINT (-0.1024666 51.5395158)
1957;5b04bdb1b968f00004dc49a5;30/5/2018 0:00;30/5/2018 18:00;33523184;{'listeners': [41202], 'listeners_sum': 41202, 'playcount': [515940], 'playcount_sum': 515940, 'tags': ['jazz', 'electronic', 'seen live', 'soul', 'downtempo', 'female vocalists', 'budabeats', 'dutch', 'hungarian', 'LastfmSC']};Kovacs at Omeara (May 30, 2018);0.002158;19:00:00;Concert;Wednesday;51.5041429;-0.094603;36;9421;0.742;0.912;[1];-6.9675;[0];0.0514;0.05025;0.7625;0.125;0.482;326339.5;[4];POINT (-0.09460300000000001 51.5041429)
1990;5b04be0ab968f00004dc49ec;31/5/2018 0:00;;32386889;{'listeners': [38330, 41267], 'listeners_sum': 79597, 'playcount': [303616, 347932], 'playcount_sum': 651548, 'tags': ['Smooth Jazz', 'saxophone', 'jazz', 'jazz-instrumental', 'instrumental', 'Steve Cole', 'sax', 'MJ-smooth jazz', 'seen live', 'funk', 'Smooth Jazz', 'guitar', 'jazz', 'jazz guitar', 'nick colionne', 'ambient', 'soul-jazz', 'easy listening', 'Fusion', 'contemporary jazz']};Steve Cole and Nick Colionne at Pizza Express - Holborn (May 31, 2018);0.001336;;Concert;Thursday;51.5180357;-0.1186285;40;15934;0.702;0.588;[9];-8.9665;[1];0.035;0.4545;0.8385;0.0926;0.632;261025.8;[4];POINT (-0.1186285 51.5180357)
2000;5b04be1fb968f00004dc4a00;31/5/2018 0:00;31/5/2018 18:30;32983624;{'listeners': [6359], 'listeners_sum': 6359, 'playcount': [51935], 'playcount_sum': 51935, 'tags': ['jazz', 'spiritual', 'free jazz', 'Black Jazz Records', '70s', 'jazz vocal', 'jazz-funk', 'improvisation', 'musical activism', 'jazz instrumental']};Doug Carn at 229 (May 31, 2018);0.00028;19:30:00;Concert;Thursday;51.523464;-0.144249;11;585;0.558;0.706;[3];-9.16;[1];0.05405;0.4515;0.18;0.2445;0.607;418305.4;[4];POINT (-0.144249 51.523464)
2017;5b04be4cb968f00004dc4a29;31/5/2018 0:00;31/5/2018 18:30;33594179;{'listeners': [44212, 282], 'listeners_sum': 44494, 'playcount': [535009, 940], 'playcount_sum': 535949, 'tags': ['jazz', 'blues', 'Big Band', 'seen live', 'piano', 'rock', 'british', 'pop', 'boogie woogie', 'rhythm & blues', 'under 2000 listeners', 'Brooklands Radio']};Jools Holland with Ella Janes at The Orchard Theatre (May 31, 2018);0.005995;19:30:00;Concert;Thursday;51.4449679;0.2200705;21.5;16875;0.485;0.717;[0];-7.7935;[1];0.0419;0.295;1.18E-06;0.1245;0.6115;206868.1875;[4];POINT (0.2200705 51.4449679)
2023;5b04be69b968f00004dc4a41;31/5/2018 0:00;31/5/2018 19:00;33713364;{'listeners': [194, 43, 3926], 'listeners_sum': 4163, 'playcount': [1061, 435, 16455], 'playcount_sum': 17951, 'tags': ['jazz', 'instrumental', 'saxophone', 'jazz', 'instrumental', 'piano', 'italian', 'House', 'Progressive House', 'trance', 'acoustic', 'electronic', 'indie', 'electronica', 'electro', 'Ben Brown', 'USA']};Liran Donin, Josh Arcoleo, Maria Chiara Argiró, and Ben Brown at Vortex Jazz Club (May 31, 2018);0.000116;20:00:00;Concert;Thursday;51.5487082;-0.0764992;5;243;0.42;0.4135;[0];-11.6755;[1];0.03645;0.673;0.5075;0.1295;0.263;311133.0909;[4];POINT (-0.0764992 51.5487082)
2036;5b04be87b968f00004dc4a59;31/5/2018 0:00;31/5/2018 18:00;33965584;{'listeners': [294, 21, 53], 'listeners_sum': 368, 'playcount': [2248, 190, 185], 'playcount_sum': 2623, 'tags': ['jazz', 'Female Voices', 'cdbaby', 'female jazz vocalist', 'beautiful woman', 'British Girls', '100s', 'rec by summerdreamin', 'recommended to fmera', 'jazzmatrix fav', 'idols']};Daisy Chute with Ben Eaton and Art Block at Old Manor Park Library (May 31, 2018);2.20E-05;19:00:00;Concert;Thursday;51.5531081;0.0537792;4;393;0.488;0.3745;[7];-9.759;[1];0.03505;0.815;0.004505;0.1105;0.384;217696.4667;[4];POINT (0.0537792 51.5531081)
2038;5b04be8eb968f00004dc4a5d;1/6/2018 0:00;1/6/2018 17:30;31413779;{'listeners': [1455995, 89117, 566], 'listeners_sum': 1545678, 'playcount': [79322745, 1675363, 2721], 'playcount_sum': 81000829, 'tags': ['downtempo', 'electronic', 'chillout', 'trip-hop', 'ninja tune', 'seen live', 'electronica', 'lounge', 'ambient', 'downbeat', 'jazz', 'progressive jazz', 'jazz fusion', 'Fusion', 'post-rock', 'seen live', 'british', 'contemporary jazz', 'instrumental', 'piano', 'vocal', 'arabic', 'american', 'african', 'percussion', 'traditional', 'lute', 'Gnawa', 'mediterranean', 'North African']};Bonobo with GoGo Penguin and Innov Gnawa at Alexandra Palace (June 1, 2018);0.134623;18:30:00;Concert;Friday;51.5907857;-0.1331833;50;810866;0.473;0.62;[1];-10.817;[1];0.04225;0.2045;0.6545;0.1035;0.2885;334616.8333;[4];POINT (-0.1331833 51.5907857)
2040;5b04be91b968f00004dc4a5f;1/6/2018 0:00;;31908514;{'listeners': [73001], 'listeners_sum': 73001, 'playcount': [580562], 'playcount_sum': 580562, 'tags': ['Neo-Soul', 'soul', 'female vocalists', 'rnb', 'jazz', 'Neo Soul', 'nu soul', 'sexy', 'smooth', 'Smooth Jazz']};Hil St. Soul at The Blues Kitchen - Shoreditch (June 1, 2018) (CANCELLED) ;0.003589;;Concert;Friday;51.5265455;-0.0802567;37;24943;0.7575;0.5225;[7];-7.56;[0];0.1175;0.12105;1.96E-06;0.1275;0.6195;254137.3;[4];POINT (-0.0802567 51.5265455)
2044;5b04bea0b968f00004dc4a68;1/6/2018 0:00;;32386899;{'listeners': [38330, 41267], 'listeners_sum': 79597, 'playcount': [303616, 347932], 'playcount_sum': 651548, 'tags': ['Smooth Jazz', 'saxophone', 'jazz', 'jazz-instrumental', 'instrumental', 'Steve Cole', 'sax', 'MJ-smooth jazz', 'seen live', 'funk', 'Smooth Jazz', 'guitar', 'jazz', 'jazz guitar', 'nick colionne', 'ambient', 'soul-jazz', 'easy listening', 'Fusion', 'contemporary jazz']};Steve Cole and Nick Colionne at Pizza Express - Holborn (June 1, 2018);0.001336;;Concert;Friday;51.5180357;-0.1186285;40;15934;0.702;0.588;[9];-8.9665;[1];0.035;0.4545;0.8385;0.0926;0.632;261025.8;[4];POINT (-0.1186285 51.5180357)
2056;5b04bf39b968f00004dc4ac7;1/6/2018 0:00;;32894859;{'listeners': [63], 'listeners_sum': 63, 'playcount': [306], 'playcount_sum': 306, 'tags': ['jazz', 'blues', 'london', 'singer', 'song', 'songwriter', 'composer', 'original', 'Berlin', '5 Stars']};Fini Bearman at Omnibus Theatre (June 1, 2018);1.60E-05;;Concert;Friday;51.4636578;-0.1423604;2;86;0.542;0.423;[1];-11.2705;[1];0.0491;0.579;0.000582;0.10245;0.2695;325450.8;[4];POINT (-0.1423604 51.4636578)
2065;5b04bf51b968f00004dc4adc;1/6/2018 0:00;1/6/2018 19:00;33191549;{'listeners': [3732], 'listeners_sum': 3732, 'playcount': [30804], 'playcount_sum': 30804, 'tags': ['funk', 'under 2000 listeners', 'jazz', 'House', 'bass', 'swing', 'groovy', 'location:uk:eng:london']};Redtenbacher's Funkestra at 606 Club (June 1, 2018);0.000147;20:00:00;Concert;Friday;51.4784141;-0.1816679;23;2214;0.7335;0.8255;[0];-5.1035;[1];0.03945;0.0213;0.688;0.115;0.827;199143.6;[4];POINT (-0.1816679 51.4784141)
2066;5b04bf53b968f00004dc4ade;1/6/2018 0:00;;33221689;{'listeners': [34374], 'listeners_sum': 34374, 'playcount': [557832], 'playcount_sum': 557832, 'tags': ['jazz', 'electro-swing', 'instrumental', 'funk', 'vintage beats', 'trip-hop', 'downtempo', 'easy listening', 'instrumental hip-hop', 'Belgium']};Ales Tales Festival 2018;0.001228;;Festival;Friday;51.5331547;-0.0592616;50;18928;0.7095;0.6375;[7];-8.7455;[0];0.03495;0.0685;0.738;0.1765;0.456;262278.3;[4];POINT (-0.0592616 51.5331547)
2077;5b04bf6cb968f00004dc4af2;1/6/2018 0:00;1/6/2018 18:00;33497024;{'listeners': [1638, 8910], 'listeners_sum': 10548, 'playcount': [14841, 48557], 'playcount_sum': 63398, 'tags': ['indie', 'female vocalists', 'irish', 'under 2000 listeners', 'Brooklands Radio', 'seen live', 'singer-songwriter', 'folk', 'indie pop', 'indie rock', 'acoustic', 'folk', 'female vocalists', 'singer-songwriter', 'female songwriter', 'seen live', 'folkrock', 'indie', 'female', 'jazz']};Kal Lavelle with Fiona Bevan at St Giles-in-the-Fields Church (June 1, 2018);0.001722;19:00:00;Concert;Friday;51.5157185;-0.1289804;20;1748;0.522;0.349;[9];-9.541;[1];0.0364;0.766;8.72E-06;0.117;0.288;213150.1053;[4];POINT (-0.1289804 51.5157185)
2089;5b04bf8ab968f00004dc4b09;1/6/2018 0:00;1/6/2018 17:30;33678644;{'listeners': [268], 'listeners_sum': 268, 'playcount': [3870], 'playcount_sum': 3870, 'tags': ['black metal', 'metalcore', 'indie', 'alternative rock', 'indie rock', 'acoustic', 'death metal', 'experimental jazz', 'Acoustic Rock', 'Music to have sex to']};Over Atlantic at Thousand Island (formerly Upstairs at The Garage) (June 1, 2018);9.60E-05;18:30:00;Concert;Friday;51.5466983;-0.1038429;20;6100;0.5695;0.8625;[1];-8.2435;[1];0.05735;0.0030174;1.40E-05;0.1942;0.6565;181165.25;[4];POINT (-0.1038429 51.5466983)
2096;5b04bfa6b968f00004dc4b1d;1/6/2018 0:00;1/6/2018 18:00;33761874;{'listeners': [189, 655], 'listeners_sum': 844, 'playcount': [1089, 2589], 'playcount_sum': 3678, 'tags': ['breakcore', 'Hip-Hop', 'jazz', 'rock', 'funk', 'latin', 'idm', 'guitar', 'organ', 'mashup']};Italia 90 and Socket at Vinyl Deptford (June 1, 2018);1.30E-05;19:00:00;Concert;Friday;51.4747054;-0.0259555;1;81;0.457;0.769;[10];-6.663;[1];0.0503;0.0349;0.432;0.0947;0.625;243893;[4];POINT (-0.0259555 51.4747054)
2110;5b04bfd3b968f00004dc4b41;1/6/2018 0:00;1/6/2018 19:00;33938684;{'listeners': [8, 58, 223], 'listeners_sum': 289, 'playcount': [55, 1262, 3688], 'playcount_sum': 5005, 'tags': ['canada', 'toronto funk soul reggae jazz rock cocaine ray habit phs jam live dutty brucks eric purcell harbour sharks', 'Progressive metal', 'Progressive rock', 'post-hardcore', 'progressive post-hardcore']};The Midwich Cuckoos with Harbour Sharks and You Win Again Gravity at The Fighting Cocks (June 1, 2018);1.80E-05;20:00:00;Concert;Friday;51.4106158;-0.2982417;8;264;0.491;0.944;[0];-4.3655;[1];0.0717;0.00218;0.0129;0.2795;0.5075;236756.35;[4];POINT (-0.2982417 51.4106158)
