index_left;_id;date;datetime;id;lastfm;name;popularity;time;type;date_name;lat;lng;popularity_median;followers_sum;danceability_median;energy_median;key_mode;loudness_median;mode_mode;speechiness_median;acousticness_median;instrumentalness_median;liveness_median;valence_median;duration_ms_mean;time_signature_mode;geometry
714;5afaedfaf4259d0004b0e5ab;14/4/2018 0:00;14/4/2018 21:00;32869109;{'listeners': [2740, 1208, 1102, 116, 963, 3], 'listeners_sum': 6132, 'playcount': [8940, 3971, 3136, 456, 5753, 7], 'playcount_sum': 22263, 'tags': ['deep house', 'House', 'experimental', 'zzzzzzzzzzzzz', 'House', 'deep', 'soulful', 'san francisco', 'taboo', 'nu jazz', 'chillout', 'electronica', 'downtempo', 'dance', 'electro house']};Frankie Feliciano, David Harness, D Malice, Kitty Amor, and 3 more… at The Prince of Wales (April 14, 2018);0.000202;22:00:00;Concert;Saturday;51.4615105;-0.1149433;19;1389;0.799;0.68;[4];-8.615;[0];0.0514;0.0125;0.541;0.092;0.757;493253.2245;[4];POINT (-0.1149433 51.4615105)
715;5afaedfcf4259d0004b0e5ad;14/4/2018 0:00;14/4/2018 16:30;32872984;{'listeners': [430], 'listeners_sum': 430, 'playcount': [3362], 'playcount_sum': 3362, 'tags': ['female', 'jazz', 'trombone', 'vocalist', 'WorthWaitingFor']};Aubrey Logan at Ronnie Scott's (April 14, 2018);0.000629;17:30:00;Concert;Saturday;51.5134988;-0.131519;35;3838;0.529;0.5905;[2];-7.174;[1];0.0877;0.7995;0;0.313;0.6865;212519.2;[4];POINT (-0.131519 51.5134988)
725;5afaee24f4259d0004b0e5cc;14/4/2018 0:00;;33187114;{'listeners': [1549], 'listeners_sum': 1549, 'playcount': [5516], 'playcount_sum': 5516, 'tags': ['jazz', 'UK', 'Contemporary', 'modern', 'latin', 'singer', 'brazilian', 'under 2000 listeners']};Emily Saunders at The Jazz Cafe POSK (April 14, 2018);4.80E-05;;Concert;Saturday;51.4935842;-0.237489;25;432;0.505;0.3745;[2];-11.128;[1];0.0433;0.796;0.2115;0.107;0.434;323286.7;[4];POINT (-0.237489 51.4935842)
731;5afaee39f4259d0004b0e5dd;14/4/2018 0:00;14/4/2018 19:00;33257899;{'listeners': [2550, 341, 1544], 'listeners_sum': 4435, 'playcount': [14832, 1414, 11085], 'playcount_sum': 27331, 'tags': ['jazz', 'jazz piano', 'piano', 'instrumental', 'nu jazz', 'Progressive metal', 'Hammond', 'instrumental jazz', 'spotify', 'george colligan', 'jazz', 'bass', 'allaboutjazz', 'jazz', 'saxophone', 'contemporary jazz', 'sax', 'alto sax', 'seen live', 'instrumental', 'USA', 'Post-Bop', 'Avant-Garde']};George Colligan, Michael Janisch, Jon Irabagon, and Andrew Bains at Vortex Jazz Club (April 14, 2018);7.00E-05;20:00:00;Concert;Saturday;51.5487082;-0.0764992;13;2398;0.3885;0.501;[2];-11.7315;[0];0.04475;0.566;0.7305;0.109;0.345;413073.9;[4];POINT (-0.0764992 51.5487082)
744;5afaee56f4259d0004b0e5fb;14/4/2018 0:00;14/4/2018 21:00;33342859;{'listeners': [4628], 'listeners_sum': 4628, 'playcount': [29861], 'playcount_sum': 29861, 'tags': ['spoken word', 'funk', 'poetry', 'jazz', 'british', 'caribbean', 'trinidadian', 'indie', 'vocal', 'rock']};Anthony Joseph at Red Rooster (April 14, 2018);0.000622;22:00:00;Concert;Saturday;51.5237209;-0.0806178;34;1572;0.728;0.8255;[0];-6.3285;[0];0.06305;0.2495;0.0411;0.1075;0.7575;315917.1;[4];POINT (-0.0806178 51.5237209)
781;5afaeebef4259d0004b0e651;15/4/2018 0:00;15/4/2018 16:30;33007784;{'listeners': [22, 294, 50358, 84, 1488], 'listeners_sum': 52246, 'playcount': [79, 3417, 310982, 547, 13519], 'playcount_sum': 328544, 'tags': ['acoustic', 'female vocalists', 'jazz pop', 'indie', 'folk', 'singer-songwriter', 'dutch', 'Singer/Songwriter', 'female artists', 'female singer-songwriters', 'seen live', 'singer-songwriter', 'indie', 'female vocalists', 'dream pop', 'indie pop', 'pop', 'british', 'UK', 'unsigned', 'British Girls', 'discovered at labtones', 'under 100 listeners', 'british', 'virally yours', 'pixie music', 'virally female', 'Brooklands Radio', 'post-rock', 'icelandic', 'seen live', 'instrumental', 'iceland', 'post rock', 'Island', 'islandic', 'Hip-Hop', 'hip hop']};Sophia Marshall, Rhiannon Scutt, Gitta de Ridder, Lyla Foy, and 2 more… at Green Note (April 15, 2018);0.001644;17:30:00;Concert;Sunday;51.5374217;-0.1456995;15;10173;0.592;0.4465;[0];-9.2035;[1];0.0343;0.4665;0.0003335;0.107;0.3705;226365.8;[4];POINT (-0.1456995 51.5374217)
786;5afaeec8f4259d0004b0e65d;15/4/2018 0:00;;33056954;{'listeners': [805], 'listeners_sum': 805, 'playcount': [5447], 'playcount_sum': 5447, 'tags': ['jazz', 'female vocalist', 'pop', 'soul', 'soulful', 'under 2000 listeners', 'british', 'female vocalists', 'Mellow', 'female artists']};Juliet Kelly with Celebrating the Divas of Jazz at Pizza Express Jazz Club - Soho (April 15, 2018);3.40E-05;;Concert;Sunday;51.5151564;-0.1333585;4;93;0.7335;0.4555;[8];-10.076;[0];0.04085;0.6855;6.39E-06;0.177;0.535;218324;[4];POINT (-0.1333585 51.5151564)
791;5afaeed2f4259d0004b0e667;15/4/2018 0:00;15/4/2018 18:00;33131114;{'listeners': [10451], 'listeners_sum': 10451, 'playcount': [35672], 'playcount_sum': 35672, 'tags': ['jazz', 'nu jazz', 'instrumental', 'Jazz Hop', 'Space Jazz']};Josef Leimberg at Archspace (April 15, 2018);0.000152;19:00:00;Concert;Sunday;51.536671;-0.0758036;31;2994;0.391;0.678;[3];-6.2445;[0];0.03845;0.282;0.08535;0.163;0.3325;391444.9;[4];POINT (-0.0758036 51.536671)
798;5afaeee0f4259d0004b0e675;15/4/2018 0:00;;33302599;{'listeners': [34], 'listeners_sum': 34, 'playcount': [204], 'playcount_sum': 204, 'tags': ['jazz']};Joy Ellis at Omnibus (April 15, 2018);1.00E-06;;Concert;Sunday;51.463154;-0.1429531;2;34;0.478;0.4285;[4];-11.1855;[0];0.03445;0.739;0.0156;0.1075;0.21;332386.5;[4];POINT (-0.1429531 51.463154)
820;5afaef1af4259d0004b0e6a8;16/4/2018 0:00;;32732129;{'listeners': [1539], 'listeners_sum': 1539, 'playcount': [3552], 'playcount_sum': 3552, 'tags': ['jazz']};Vince Vella at The Jazz Cafe (April 16, 2018);0.000108;;Concert;Monday;51.5387092;-0.1430815;6;92;0.742;0.742;[0];-6.861;[1];0.161;0.196;0.075;0.0867;0.671;279501;[4];POINT (-0.1430815 51.5387092)
838;5afaef46f4259d0004b0e6d3;17/4/2018 0:00;17/4/2018 18:00;31696224;{'listeners': [186863, 26121], 'listeners_sum': 212984, 'playcount': [1910499, 398334], 'playcount_sum': 2308833, 'tags': ['indie', 'pop', 'jazz', 'indie pop', 'piano', 'american', 'All', 'electronic', 'hip hop', 'alternative', 'american']};Lauv with Jeremy Zucker at O2 Academy Islington (April 17, 2018);0.021682;19:00:00;Concert;Tuesday;51.5345836;-0.1059202;75;502820;0.651;0.4185;[9];-8.256;[1];0.0624;0.6055;1.14E-06;0.15;0.4225;203779.7;[4];POINT (-0.1059202 51.5345836)
857;5afaef7cf4259d0004b0e700;17/4/2018 0:00;;32854714;{'listeners': [805], 'listeners_sum': 805, 'playcount': [5447], 'playcount_sum': 5447, 'tags': ['jazz', 'female vocalist', 'pop', 'soul', 'soulful', 'under 2000 listeners', 'british', 'female vocalists', 'Mellow', 'female artists']};Juliet Kelly at Elgar Room, Royal Albert Hall (April 17, 2018);3.40E-05;;Concert;Tuesday;51.5012574;-0.1768302;4;93;0.7335;0.4555;[8];-10.076;[0];0.04085;0.6855;6.39E-06;0.177;0.535;218324;[4];POINT (-0.1768302 51.5012574)
885;5afaefc6f4259d0004b0e746;18/4/2018 0:00;18/4/2018 17:45;31177444;{'listeners': [193972], 'listeners_sum': 193972, 'playcount': [2958018], 'playcount_sum': 2958018, 'tags': ['jazz', 'soul', 'vocal jazz', 'Smooth Jazz', 'seen live', 'jazz vocal', 'Gregory Porter', 'american', 'male vocalists', 'contemporary jazz']};Gregory Porter at Royal Albert Hall (April 18, 2018);0.039438;18:45:00;Concert;Wednesday;51.500786;-0.1781517;62;260763;0.544;0.304;[4];-10.423;[1];0.056;0.732;0.000182;0.1195;0.2995;246516.4;[4];POINT (-0.1781517 51.500786)
900;5afaefedf4259d0004b0e76a;18/4/2018 0:00;18/4/2018 18:30;32561369;{'listeners': [8355], 'listeners_sum': 8355, 'playcount': [26491], 'playcount_sum': 26491, 'tags': ['soul', 'Hip-Hop', 'seen live', 'jazz']};Oscar Jerome at Ghost Notes (April 18, 2018);0.000252;19:30:00;Concert;Wednesday;51.4706807;-0.0675578;36;5585;0.5755;0.5055;[5];-8.2905;[0];0.06075;0.559;0.0748;0.142;0.322;305549.5;[4];POINT (-0.0675578 51.4706807)
905;5afaf006f4259d0004b0e77d;18/4/2018 0:00;18/4/2018 18:30;32727334;{'listeners': [27073, 55519, 3673, 66397, 661, 14031], 'listeners_sum': 167354, 'playcount': [264073, 756103, 11132, 417187, 5611, 71575], 'playcount_sum': 1525681, 'tags': ['experimental', 'Avant-Garde', 'post-rock', 'noise', 'Warp', 'electronic', 'seen live', 'instrumental', 'noise rock', 'math rock', 'electronic', 'ambient', 'experimental', 'dream pop', 'psychedelic', 'Progressive Electronic', 'seen live', 'female vocalists', 'folktronica', 'electronica', 'contemporary classical', 'composer', 'Soundtrack', 'electronic', 'electronica', 'Classical', 'jazz', 'experimental', 'Asian', 'minimalism', 'contemporary classical', 'Avant-Garde', 'Classical', 'experimental', 'musique concrete', 'modern classical', 'electronic', '20th Century Classical', 'french', 'composer', 'seen live', 'orchestra', 'Soundtrack', 'instrumental', 'UK', 'Classical', 'All', 'players', 'clasicram']};Tyondai Braxton with Kaitlyn Aurelia Smith, Qasim Naqvi, Edgard Varèse, and 2 more… at Queen Elizabeth Hall, Southbank Centre (April 18, 2018);0.002333;19:30:00;Concert;Wednesday;51.5112139;-0.1198244;35.5;32555;0.277;0.2875;[0];-18.466;[1];0.04455;0.8735;0.8245;0.1105;0.0775;308754.18;[4];POINT (-0.1198244 51.5112139)
925;5afaf049f4259d0004b0e7b1;18/4/2018 0:00;18/4/2018 19:00;33257954;{'listeners': [6, 853, 612], 'listeners_sum': 1471, 'playcount': [27, 6985, 1845], 'playcount_sum': 8857, 'tags': ['jazz', 'instrumental', 'saxophone', 'post-rock', 'icelandic']};Jim Bashford, Trish Clowes, and Hilmar Jensson at Vortex Jazz Club (April 18, 2018);5.40E-05;20:00:00;Concert;Wednesday;51.5487082;-0.0764992;4;626;0.3915;0.3265;[9];-14.2795;[1];0.0364;0.85;0.7905;0.1015;0.165;337474.5667;[4];POINT (-0.0764992 51.5487082)
927;5afaf04ef4259d0004b0e7b6;18/4/2018 0:00;;33274819;{'listeners': [107, 143], 'listeners_sum': 250, 'playcount': [1041, 827], 'playcount_sum': 1868, 'tags': ['jazz', 'organ', 'world', 'acid jazz', 'ireland', 'Irish Folk']};Paul Moran with Nigel Price at 606 Club (April 18, 2018);2.00E-05;;Concert;Wednesday;51.4784141;-0.1816679;16;31;0.4925;0.385;[0];-13.883;[1];0.04525;0.552;0.731;0.108;0.3235;275451.8;[4];POINT (-0.1816679 51.4784141)
928;5afaf050f4259d0004b0e7b8;18/4/2018 0:00;18/4/2018 18:00;33285389;{'listeners': [15103], 'listeners_sum': 15103, 'playcount': [117113], 'playcount_sum': 117113, 'tags': ['jazz', 'dutch', 'soul', 'female vocalists', 'seen live', 'jazzy', 'luisterpaal', 'spotify', 'Blues Stay Away Music', 'singer-songwriter']};Kris Berry at Royal Albert Hall (April 18, 2018);0.000729;19:00:00;Concert;Wednesday;51.500786;-0.1781517;45;5809;0.7065;0.473;[0];-7.5825;[1];0.0371;0.4465;0.000841;0.106;0.564;225716;[4];POINT (-0.1781517 51.500786)
935;5afaf06df4259d0004b0e7d0;18/4/2018 0:00;18/4/2018 18:00;33506259;{'listeners': [460], 'listeners_sum': 460, 'playcount': [3261], 'playcount_sum': 3261, 'tags': ['jazz', 'bass', 'wonky', 'skweee', 'future funk']};Dominic J Marshall at Total Refreshment Centre (April 18, 2018);4.10E-05;19:00:00;Concert;Wednesday;51.5553566;-0.0733913;17;628;0.56;0.6725;[7];-9.3365;[0];0.0465;0.242;0.7865;0.1955;0.4365;188064.1;[4];POINT (-0.07339130000000001 51.5553566)
938;5afaf072f4259d0004b0e7d6;18/4/2018 0:00;;33543809;{'listeners': [249], 'listeners_sum': 249, 'playcount': [1165], 'playcount_sum': 1165, 'tags': ['jazz']};Daniel Casimir at Spice Of Life (April 18, 2018);2.50E-05;;Concert;Wednesday;51.5133602;-0.1297022;25;165;0.429;0.179;[0];-16.137;[0];0.0491;0.7385;0.3465;0.1205;0.2865;469467.6;[4];POINT (-0.1297022 51.5133602)
945;5afaf07df4259d0004b0e7e2;19/4/2018 0:00;19/4/2018 17:45;31177449;{'listeners': [193972], 'listeners_sum': 193972, 'playcount': [2958018], 'playcount_sum': 2958018, 'tags': ['jazz', 'soul', 'vocal jazz', 'Smooth Jazz', 'seen live', 'jazz vocal', 'Gregory Porter', 'american', 'male vocalists', 'contemporary jazz']};Gregory Porter at Royal Albert Hall (April 19, 2018);0.039452;18:45:00;Concert;Thursday;51.500786;-0.1781517;62;260763;0.544;0.304;[4];-10.423;[1];0.056;0.732;0.000182;0.1195;0.2995;246516.4;[4];POINT (-0.1781517 51.500786)
974;5afaf0d5f4259d0004b0e829;19/4/2018 0:00;;32805169;{'listeners': [22129], 'listeners_sum': 22129, 'playcount': [217317], 'playcount_sum': 217317, 'tags': ['jazz', 'contemporary jazz', 'instrumental', 'experimental', 'seen live', 'british', 'london', 'afrobeat', 'dub', 'world']};Sons of Kemet at Total Refreshment Centre (April 19, 2018);0.001138;;Concert;Thursday;51.5553566;-0.0733913;43;15892;0.5385;0.765;[1];-8.3325;[1];0.1235;0.225;0.758;0.0851;0.7285;363415.9;[4];POINT (-0.07339130000000001 51.5553566)
987;5afaf0eff4259d0004b0e844;19/4/2018 0:00;19/4/2018 18:00;33096434;{'listeners': [16458], 'listeners_sum': 16458, 'playcount': [182017], 'playcount_sum': 182017, 'tags': ['rnb', 'electronic', 'hip hop', 'female vocalists', 'downtempo', 'UK', 'england', 'Manchester', 'urban jazz', '10s']};IAMDDB at KOKO (April 19, 2018);0.002504;19:00:00;Concert;Thursday;51.534617;-0.138338;48;8221;0.6455;0.4465;[5];-9.8735;[0];0.129;0.441;5.40E-07;0.1545;0.4365;165438.8;[4];POINT (-0.138338 51.534617)
988;5afaf0f2f4259d0004b0e847;19/4/2018 0:00;19/4/2018 18:30;33101819;{'listeners': [24579, 1604097], 'listeners_sum': 1628676, 'playcount': [167633, 29906873], 'playcount_sum': 30074506, 'tags': ['jazz', 'organ', 'Hammond', 'contemporary jazz', 'seen live', 'joey defrancesco', 'Fusion', 'Hard Bop', 'jazz fusion', 'blues', 'classic rock', 'singer-songwriter', 'folk', 'rock', 'blues', 'irish', 'seen live', 'folk rock', 'jazz', 'van morrison']};Joey DeFrancesco and Van Morrison at Subterania (April 19, 2018);0.190429;19:30:00;Concert;Thursday;51.5214803;-0.2040499;61.5;708731;0.5405;0.478;[5];-10.3225;[1];0.0397;0.4605;3.71E-05;0.1535;0.521;280410.7;[4];POINT (-0.2040499 51.5214803)
996;5afaf103f4259d0004b0e856;19/4/2018 0:00;;33285404;{'listeners': [15103], 'listeners_sum': 15103, 'playcount': [117113], 'playcount_sum': 117113, 'tags': ['jazz', 'dutch', 'soul', 'female vocalists', 'seen live', 'jazzy', 'luisterpaal', 'spotify', 'Blues Stay Away Music', 'singer-songwriter']};Kris Berry at Royal Albert Hall (April 19, 2018);0.000729;;Concert;Thursday;51.500786;-0.1781517;45;5809;0.7065;0.473;[0];-7.5825;[1];0.0371;0.4465;0.000841;0.106;0.564;225716;[4];POINT (-0.1781517 51.500786)
1001;5afaf116f4259d0004b0e867;19/4/2018 0:00;19/4/2018 18:00;33377519;{'listeners': [8008], 'listeners_sum': 8008, 'playcount': [28896], 'playcount_sum': 28896, 'tags': ['trance', 'soul', 'british', 'Progressive', 'progressive trance', 'female vocalist', 'jazz', 'Gilles Peterson', 'Persian', 'electronic']};IMAN at Sofar Sounds (April 19, 2018);0.001019;19:00:00;Concert;Thursday;51.5073509;-0.1277583;49;25542;0.4765;0.6625;[1];-8.145;[0];0.1415;0.08195;0.006418;0.195;0.529;185574.6;[4];POINT (-0.1277583 51.5073509)
1006;5afaf12af4259d0004b0e878;19/4/2018 0:00;19/4/2018 19:00;33473519;{'listeners': [13044], 'listeners_sum': 13044, 'playcount': [107615], 'playcount_sum': 107615, 'tags': ['free jazz', 'jazz', 'free improvisation', 'Avant-Garde', 'free improv', 'Avant-Garde Jazz', 'seen live', 'saxophone', 'experimental', 'tzadik']};Evan Parker at Vortex Jazz Club (April 19, 2018);0.000549;20:00:00;Concert;Thursday;51.5487082;-0.0764992;23;2109;0.396;0.3295;[10];-14.5815;[0];0.06155;0.841;0.5155;0.1075;0.1645;343256.1;[4];POINT (-0.0764992 51.5487082)
1026;5afaf160f4259d0004b0e8ac;21/4/2018 0:00;21/4/2018 18:00;32105784;{'listeners': [31547], 'listeners_sum': 31547, 'playcount': [475318], 'playcount_sum': 475318, 'tags': ['japanese', 'j-pop', 'electropop', 'electronic', 'female vocalists', 'video game music', 'JPop', 'jazz', 'pop', 'japan']};SAWA at The Jazz Cafe (April 21, 2018);0.000126;19:00:00;Concert;Saturday;51.5387092;-0.1430815;10;1113;0.6115;0.9325;[6];-2.343;[1];0.07195;0.02205;5.00E-05;0.1045;0.561;263772.7;[4];POINT (-0.1430815 51.5387092)
1054;5afaf1d9f4259d0004b0e90b;21/4/2018 0:00;21/4/2018 21:30;32849584;{'listeners': [7976], 'listeners_sum': 7976, 'playcount': [75555], 'playcount_sum': 75555, 'tags': ['Broken Beat', 'nu jazz', 'london', 'electronic', 'electronica', 'seen live', 'jazz', 'soul', 'british', 'UK']};Dego at The Jazz Cafe (April 21, 2018);0.000421;22:30:00;Concert;Saturday;51.5387092;-0.1430815;22;2120;0.8005;0.748;[1];-8.7405;[0];0.04875;0.00586;0.843;0.106;0.58;306096.1;[4];POINT (-0.1430815 51.5387092)
1065;5afaf206f4259d0004b0e930;21/4/2018 0:00;21/4/2018 18:00;33104439;{'listeners': [203], 'listeners_sum': 203, 'playcount': [873], 'playcount_sum': 873, 'tags': ['jazz', 'soul', 'british', 'funk', 'smooth', 'duo', 'independent']};Casey Pearl with GeeJay at Archspace (April 21, 2018);0;19:00:00;Concert;Saturday;51.536671;-0.0758036;4.5;33;0.7585;0.62;[9];-9.3715;[1];0.1095;0.162;0;0.1175;0.549;251926.5;[4];POINT (-0.0758036 51.536671)
1070;5afaf216f4259d0004b0e93d;21/4/2018 0:00;;33176589;{'listeners': [74572], 'listeners_sum': 74572, 'playcount': [436978], 'playcount_sum': 436978, 'tags': ['jazz', 'funk', 'organ', 'Hammond', 'funky', 'Lonnie Smith', 'jazz funk', 'Fusion', 'groove', 'Blue Note Records']};Dr. Lonnie Smith at Ronnie Scott's (April 21, 2018);0.002004;;Concert;Saturday;51.5134988;-0.131519;39;13753;0.6065;0.5015;[5];-11.663;[0];0.0477;0.458;0.855;0.09895;0.7435;412444.5;[4];POINT (-0.131519 51.5134988)
1075;5afaf221f4259d0004b0e945;21/4/2018 0:00;21/4/2018 18:30;33235899;{'listeners': [1604097, 24579], 'listeners_sum': 1628676, 'playcount': [29906873, 167633], 'playcount_sum': 30074506, 'tags': ['classic rock', 'singer-songwriter', 'folk', 'rock', 'blues', 'irish', 'seen live', 'folk rock', 'jazz', 'van morrison', 'jazz', 'organ', 'Hammond', 'contemporary jazz', 'seen live', 'joey defrancesco', 'Fusion', 'Hard Bop', 'jazz fusion', 'blues']};Van Morrison with Joey DeFrancesco at Subterania (April 21, 2018);0.190561;19:30:00;Concert;Saturday;51.5214803;-0.2040499;61.5;708731;0.5405;0.478;[5];-10.3225;[1];0.0397;0.4605;3.71E-05;0.1535;0.521;280410.7;[4];POINT (-0.2040499 51.5214803)
1082;5afaf23cf4259d0004b0e956;21/4/2018 0:00;;33330699;{'listeners': [483591, 1747583, 1889998, 943002, 818947, 16140, 120167, 14031, 24], 'listeners_sum': 6033483, 'playcount': [12882663, 36218828, 65288743, 7118084, 9933229, 146671, 1112041, 71575, 234], 'playcount_sum': 132772068, 'tags': ['pop', 'Canadian', 'folk', 'acoustic', 'canada', 'male vocalists', 'singer-songwriter', 'seen live', 'indie', 'british', 'rock', 'pop', 'classic rock', 'singer-songwriter', 'british', 'seen live', '80s', 'jazz', 'sting', 'soft rock', 'pop', 'dance', 'female vocalists', 'australian', 'electronic', 'Disco', '80s', 'Kylie Minogue', 'seen live', 'female', 'reggae', 'dancehall', 'Hip-Hop', 'pop', 'rnb', 'seen live', 'jamaican', 'ragga', 'Shaggy', 'hip hop', 'rnb', 'pop', 'soul', 'british', 'male vocalists', 'craig david', 'r&b', 'Hip-Hop', 'seen live', 'r and b', 'indie pop', 'twee', 'indonesia', 'indie', 'indonesian', 'indonesian indie', 'pop', 'female vocalists', 'tweenie pop', 'rock', 'african', 'world', 'south africa', 'africa', 'south african', 'seen live', 'World Music', 'choir', 'a cappella', 'mbube', 'orchestra', 'Soundtrack', 'instrumental', 'UK', 'Classical', 'All', 'players', 'clasicram']};The Queen's Birthday Party 2018;0.18987;;Festival;Saturday;51.500786;-0.1781517;72;12212229;0.6255;0.624;[0];-6.7515;[1];0.05925;0.2175;0;0.118;0.532;211650.95;[4];POINT (-0.1781517 51.500786)
1084;5afaf241f4259d0004b0e95b;21/4/2018 0:00;21/4/2018 18:00;33375149;{'listeners': [739, 16890], 'listeners_sum': 17629, 'playcount': [7212, 58325], 'playcount_sum': 65537, 'tags': ['folk', 'seen live', 'jazz', 'punk', 'Scottish', 'ska', 'swing', 'Gypsy', 'Energetic', 'balkan', 'doo wop', '50s', 'oldies', 'rhythm and blues', 'soul', 'vocal', 'male', 'doo-wop', 'All', 'Philadelphia']};The John Langan Band and The Turbans at Islington Assembly Hall (April 21, 2018);0.00074;19:00:00;Concert;Saturday;51.5395158;-0.1024666;14;3168;0.53;0.383;[7];-8.252;[1];0.0431;0.802;0;0.153;0.773;174335.1818;[4];POINT (-0.1024666 51.5395158)
1086;5afaf249f4259d0004b0e961;21/4/2018 0:00;;33379624;{'listeners': [6490], 'listeners_sum': 6490, 'playcount': [29737], 'playcount_sum': 29737, 'tags': ['funk', 'soul', 'Officially Shit', 'James Brown Productions', 'shit only a fag would listen to', 'shit only a retard would listen to', 'groove', 'Energetic', 'music to suck cock to', 'jazz']};Fred Wesley & The New J.B.'s at The Bussey Building (April 21, 2018);0.000629;;Concert;Saturday;51.4698579;-0.0682122;16;345;0.744;0.547;[10];-12.486;[1];0.0647;0.393;0.0829;0.0547;0.829;261164.3333;[4];POINT (-0.0682122 51.4698579)
1103;5afaf269f4259d0004b0e980;21/4/2018 0:00;;33563284;{'listeners': [15965], 'listeners_sum': 15965, 'playcount': [80199], 'playcount_sum': 80199, 'tags': ['House', 'deep house', 'electronic', 'trance', 'chillout', 'electronica', 'trip-hop', 'jazz', 'instrumental', 'ambient']};Seb Wildblood at Corsica Studios (April 21, 2018);0.000508;;Concert;Saturday;51.4935647;-0.0987167;40;5217;0.7575;0.6445;[9];-11.118;[1];0.0453;0.297;0.8815;0.1055;0.519;372691.8;[4];POINT (-0.0987167 51.4935647)
1113;5afaf292f4259d0004b0e99a;22/4/2018 0:00;;31630754;{'listeners': [362912], 'listeners_sum': 362912, 'playcount': [4556206], 'playcount_sum': 4556206, 'tags': ['jazz', 'female vocalists', 'vocal jazz', 'Smooth Jazz', 'jazz vocal', 'Stacey Kent', 'female vocalist', 'female', 'Female Jazz Singers', 'Female jazz vocalists']};Stacey Kent at Leicester Square Theatre (April 22, 2018);0.009531;;Concert;Sunday;51.510432;-0.129497;60;102907;0.568;0.278;[1];-13.5735;[1];0.03635;0.886;0.006595;0.1065;0.407;256458.6;[4];POINT (-0.129497 51.510432)
1115;5afaf295f4259d0004b0e99e;22/4/2018 0:00;22/4/2018 18:00;31862899;{'listeners': [1161], 'listeners_sum': 1161, 'playcount': [14577], 'playcount_sum': 14577, 'tags': ['cuba', 'Hip Hop Latino', 'under 2000 listeners', 'caribbean', 'Danay Suarez Polvo de la humedad Havana Cuba Reggae Rap Soul Jazz', 'danay suarez']};Danay Suarez at The Jazz Cafe (April 22, 2018);0.000907;19:00:00;Concert;Sunday;51.5387092;-0.1430815;40;24167;0.6265;0.537;[6];-8.5945;[0];0.0914;0.5475;0.000664;0.123;0.4575;249581.5;[4];POINT (-0.1430815 51.5387092)
1125;5afaf2aff4259d0004b0e9b4;22/4/2018 0:00;22/4/2018 18:30;32555989;{'listeners': [87], 'listeners_sum': 87, 'playcount': [932], 'playcount_sum': 932, 'tags': ['jazz', 'Female Voices']};Gabrielle Ducomble at Omnibus Theatre (April 22, 2018);2.20E-05;19:30:00;Concert;Sunday;51.4636578;-0.1423604;4;101;0.535;0.3375;[9];-11.528;[0];0.03285;0.907;0.0001985;0.1055;0.2745;310673.3;[4];POINT (-0.1423604 51.4636578)
1128;5afaf2bcf4259d0004b0e9bf;22/4/2018 0:00;22/4/2018 18:30;32677249;{'listeners': [36421, 6999, 18952], 'listeners_sum': 62372, 'playcount': [876624, 181371, 118980], 'playcount_sum': 1176975, 'tags': ['seen live', 'indie', 'indie rock', 'math rock', 'british', 'math pop', 'rock', 'All', 'Love', 'amazing', 'seen live', 'indie', 'pop punk', 'rock', 'emo', 'indie-emo', 'UK', 'electronica', 'british', 'punk', 'soul', 'jazz', 'Soundtrack', 'Afro Soul', 'funk', 'cps2006-favorite', 'soul-kitchen', 'Baustar']};Tellison with The Maple State and Olympians at The Lexington (April 22, 2018);0.001456;19:30:00;Concert;Sunday;51.5316567;-0.1114451;23;12062;0.5365;0.7035;[7];-7.0485;[1];0.03755;0.1415;0.0373;0.136;0.575;208952.8333;[4];POINT (-0.1114451 51.5316567)
1129;5afaf2bff4259d0004b0e9c0;22/4/2018 0:00;22/4/2018 17:30;32732079;{'listeners': [1161, 1539], 'listeners_sum': 2700, 'playcount': [14577, 3552], 'playcount_sum': 18129, 'tags': ['cuba', 'Hip Hop Latino', 'under 2000 listeners', 'caribbean', 'Danay Suarez Polvo de la humedad Havana Cuba Reggae Rap Soul Jazz', 'danay suarez', 'jazz']};Danay Suarez and Vince Vella at The Jazz Cafe (April 22, 2018) (CANCELLED) ;0.000904;18:30:00;Concert;Sunday;51.5387092;-0.1430815;23;24259;0.659;0.593;[6];-8.56;[0];0.126;0.509;0.0104;0.113;0.538;256486;[4];POINT (-0.1430815 51.5387092)
1131;5afaf2c5f4259d0004b0e9c5;22/4/2018 0:00;22/4/2018 18:00;32777634;{'listeners': [17724], 'listeners_sum': 17724, 'playcount': [437123], 'playcount_sum': 437123, 'tags': ['jazz', 'turkish', 'female vocal', 'turkish: jazz', 'acoustic', 'turkish jazz', 'female vocalists', 'world', 'lounge', 'new weird turkey']};Birsen Tezer at O2 Academy Islington (April 22, 2018);0.00083;19:00:00;Concert;Sunday;51.5345836;-0.1059202;51;60647;0.5365;0.3715;[4];-10.435;[0];0.0379;0.919;0.0014;0.1105;0.264;302348.4;[4];POINT (-0.1059202 51.5345836)
